feature_0,target
0.034142128909839434,2.016896777437695
1.8758005467136352,21.38081001641192
0.029683230303330227,4.549550012643644
-0.7980627352410625,-41.401909902696175
0.13402679274666512,2.068444604290586
1.2533359468559955,31.246046790962453
-1.6059627607174027,-17.480795145748658
-1.923715729697126,-56.93388119643399
0.5538561660032114,18.19519305519473
2.5983039272693147,56.7950502019394
-2.426679243393074,-67.56719367178177
-1.326265459940456,-13.489439488561143
1.0127390539563705,20.99119904957084
-1.0856306033005612,-13.03598153692863
-0.8776135866276552,-19.10162248421346
-0.19434272672763503,-13.230516308784475
0.283627323807291,-9.139235135941007
-0.6824509341999805,-7.982088890388579
-1.0972030464830342,-36.328666478767275
-0.3324752753514139,-14.30682176722417
0.25381647654962736,17.057253192075038
-0.335010761933016,-10.132981255938656
-1.0489916773184873,-1.3728712668684935
-0.4033660381021075,-30.071747532287198
1.3772574828673068,-11.453832539296009
0.2837253557710373,-12.411333302466055
0.403085961219367,6.11383890848666
0.2908743874249234,6.227184964349764
-0.361639931865213,-2.381839691476535
-0.1400687201886661,5.628011989911801
0.36344556213502865,5.365376756645002
-0.2702323920091581,-13.3469730206603
0.12074736309713872,3.4082109145945614
0.2846030298135564,15.705495380610376
0.46843911944564426,16.74136888705015
-0.24681577694107554,-36.76036088148717
0.43587577054744,-3.354185926417255
1.4172990464768525,39.771095482574815
-0.8053665180656158,-18.30157410154663
-1.3709484700946077,-44.951868043814855
-0.24520334168519506,-12.250814545571721
0.4261466396903099,-9.371914474044083
-0.3549088317400849,-18.36962643085618
-0.006307250913872172,-12.16453464430728
0.9787360059373466,0.18628326837295006
0.3385890509998015,-0.4483882288661416
-0.07512058797383152,9.404250216802398
-0.19911238275725224,-7.697818164612506
0.0028459158968110196,-19.02328105412112
1.1758290447821034,21.45261168396202
-0.390899793755101,-6.075606246590548
-0.2743965735223526,5.8541876360691445
1.4083691460769014,37.246363564389
-0.9358338684023914,-42.91337781702657
-1.7276694941206072,-23.264876477561895
0.6420546892718314,-26.48270146502982
1.2672986450543529,30.11974179653438
-0.26929348975075423,-2.378010713233043
-0.1736356827902158,16.422980231476245
0.3073842186274145,-22.905519710644846
-2.7985891054607244,-77.33481249779138
-1.0387882102049535,-29.49290858629356
-0.3589359262422613,-7.645689407354483
0.6683168667415277,23.805805408341087
0.9973454465835858,34.06452071270058
-0.110850721053007,21.807800143930564
0.5907042178943853,15.220950239161843
-2.1524934444123036,-62.96848899702212
-0.3412617162065858,16.262717695142108
0.02031599823462459,-16.901107784185033
-0.638901996684651,-36.402199952408715
0.2786835167270544,25.34384744182926
-0.7352169561000764,18.178338293085833
-0.2748775465659346,3.6313109572993074
-1.977887931520449,-47.97999486632224
-1.0950264574269175,-23.490627906171966
